# # Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Santos-Zavaleta A et al. (2019). "RegulonDB v 10.5: tackling challenges to unify classic and high throughput knowledge of gene regulation in E. coli K-12.",
#      Nucleic Acids Res. 2019 Jan 8;47(D1):D212-D220. doi: 10.1093/nar/gky1077.
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
# # RegulonDB: 10.6
# Table: GENE_PRODUCT_LINK
# Columns:
# 1) GENE_ID
# 2) PRODUCT_ID
ECK120000001	ECK120004477
ECK120000218	ECK120004694
ECK120000219	ECK120004695
ECK120000220	ECK120004696
ECK120000221	ECK120004697
ECK120000222	ECK120004698
ECK120000223	ECK120004699
ECK120000224	ECK120004700
ECK120000225	ECK120004701
ECK120000226	ECK120004702
ECK120000227	ECK120004703
ECK120000228	ECK120004704
ECK120000229	ECK120004705
ECK120000230	ECK120004706
ECK120000231	ECK120004707
ECK120000232	ECK120004708
ECK120000233	ECK120004709
ECK120000234	ECK120004710
ECK120000235	ECK120004711
ECK120000236	ECK120004712
ECK120000237	ECK120004713
ECK120000238	ECK120004714
ECK120000239	ECK125256986
ECK120000239	ECK120015306
ECK120000240	ECK120004716
ECK120000241	ECK120004717
ECK120000242	ECK120004718
ECK120000243	ECK120004719
ECK120000244	ECK120004720
ECK120000245	ECK120004721
ECK120000246	ECK120004722
ECK120000247	ECK120004723
ECK120000248	ECK120004724
ECK120000249	ECK120004725
ECK120000250	ECK120004726
ECK120000251	ECK120004727
ECK120000252	ECK120004728
ECK120000253	ECK120004729
ECK120000254	ECK120004730
ECK120000255	ECK120004731
ECK120000256	ECK120004732
ECK120000257	ECK120004733
ECK120000258	ECK120004734
ECK120000259	ECK120004735
ECK120000260	ECK120004736
ECK120000261	ECK120004737
ECK120000262	ECK120004738
ECK120000263	ECK120004739
ECK120000264	ECK120004740
ECK120000265	ECK120004741
ECK120000266	ECK120004742
ECK120000267	ECK120004743
ECK120000268	ECK120004744
ECK120000269	ECK120004745
ECK120000270	ECK120004746
ECK120000271	ECK120004747
ECK120000272	ECK120004748
ECK120000273	ECK120004749
ECK120000274	ECK120004750
ECK120000275	ECK120004751
ECK120000276	ECK120004752
ECK120000277	ECK120004753
ECK120000278	ECK120004754
ECK120000279	ECK120004755
ECK120000280	ECK120004756
ECK120000281	ECK120004757
ECK120000282	ECK120004758
ECK120000283	ECK120004759
ECK120000284	ECK120004760
ECK120000285	ECK120004761
ECK120000286	ECK120004762
ECK120000287	ECK120004763
ECK120000288	ECK120004764
ECK120000289	ECK120004765
ECK120000290	ECK120004766
ECK120000291	ECK120004767
ECK120000292	ECK120004768
ECK120000293	ECK120004769
ECK120000294	ECK120004770
ECK120000295	ECK120004771
ECK120000296	ECK120004772
ECK120000297	ECK120004773
ECK120000298	ECK120004774
ECK120000299	ECK120004775
ECK120000300	ECK120004776
ECK120000301	ECK120004777
ECK120000302	ECK120004778
ECK120000303	ECK120004779
ECK120000304	ECK120004780
ECK120000305	ECK120004781
ECK120000306	ECK120004782
ECK120000307	ECK120004783
ECK120000308	ECK120004784
ECK120000309	ECK120004785
ECK120000310	ECK120004786
ECK120000311	ECK120004787
ECK120000312	ECK120004788
ECK120000313	ECK120016215
ECK120000314	ECK120004790
ECK120000315	ECK120004791
ECK120000316	ECK120004792
ECK120000317	ECK120004793
ECK120000318	ECK120004794
ECK120000319	ECK120004795
ECK120000320	ECK120004796
ECK120000321	ECK120004797
ECK120000322	ECK120004798
ECK120000323	ECK120004799
ECK120000324	ECK120004800
ECK120000325	ECK120004801
ECK120000326	ECK120004802
ECK120000327	ECK120004803
ECK120000328	ECK120004804
ECK120000329	ECK120004805
ECK120000330	ECK120004806
ECK120000331	ECK120004807
ECK120000332	ECK120004808
ECK120000333	ECK120004809
ECK120000334	ECK120004810
ECK120000335	ECK120004811
ECK120000336	ECK120004812
ECK120000337	ECK120004813
ECK120000338	ECK120004814
ECK120000339	ECK120004815
ECK120000340	ECK120004816
ECK120000341	ECK120004817
ECK120000342	ECK120004818
ECK120000343	ECK120004819
ECK120000344	ECK120004820
ECK120000345	ECK120004821
ECK120000346	ECK120004822
ECK120000347	ECK120004823
ECK120000348	ECK120004824
ECK120000349	ECK120004825
ECK120000350	ECK120004826
ECK120000351	ECK120004827
ECK120000352	ECK120004828
ECK120000353	ECK120004829
ECK120000354	ECK120004830
ECK120000355	ECK120004831
ECK120000356	ECK120004832
ECK120000357	ECK120004833
ECK120000358	ECK120004834
ECK120000359	ECK120004835
ECK120000360	ECK120004836
ECK120000361	ECK120004837
ECK120000362	ECK120004838
ECK120000363	ECK120004839
ECK120000364	ECK120004840
ECK120000365	ECK120004841
ECK120000366	ECK120004842
ECK120000367	ECK120004843
ECK120000368	ECK120004844
ECK120000369	ECK120004845
ECK120000370	ECK120004846
ECK120000371	ECK120004847
ECK120000372	ECK120004848
ECK120000373	ECK120004849
ECK120000374	ECK120004850
ECK120000375	ECK120004851
ECK120000376	ECK120004852
ECK120000377	ECK120004853
ECK120000378	ECK120004854
ECK120000379	ECK120004855
ECK120000380	ECK120004856
ECK120000381	ECK120004857
ECK120000382	ECK120004858
ECK120000383	ECK120004859
ECK120000384	ECK120004860
ECK120000385	ECK120004861
ECK120000386	ECK120004862
ECK120000387	ECK120004863
ECK120000388	ECK120004864
ECK120000389	ECK120004865
ECK120000390	ECK120004866
ECK120000391	ECK120004867
ECK120000392	ECK120004868
ECK120000393	ECK120004869
ECK120000394	ECK120004870
ECK120000395	ECK120004871
ECK120000396	ECK120004872
ECK120000397	ECK120004873
ECK120000398	ECK120004874
ECK120000399	ECK120004875
ECK120000400	ECK120004876
ECK120000401	ECK120004877
ECK120000402	ECK120004878
ECK120000403	ECK120004879
ECK120000404	ECK120004880
ECK120000405	ECK120004881
ECK120000406	ECK120004882
ECK120000407	ECK120004883
ECK120000408	ECK120004884
ECK120000409	ECK120004885
ECK120000410	ECK120004886
ECK120000411	ECK120004887
ECK120000412	ECK120004888
ECK120000413	ECK120004889
ECK120000414	ECK120004890
ECK120000415	ECK120004891
ECK120000416	ECK120004892
ECK120000417	ECK120004893
ECK120000418	ECK120004894
ECK120000419	ECK120004895
ECK120000420	ECK120004896
ECK120000421	ECK120004897
ECK120000422	ECK120004898
ECK120000423	ECK120004899
ECK120000424	ECK120004900
ECK120000425	ECK120004901
ECK120000426	ECK120004902
ECK120000427	ECK120004903
ECK120000428	ECK120004904
ECK120000429	ECK120004905
ECK120000430	ECK120004906
ECK120000431	ECK120004907
ECK120000432	ECK120004908
ECK120000433	ECK120004909
ECK120000434	ECK120004910
ECK120000435	ECK120004911
ECK120000436	ECK120004912
ECK120000437	ECK120004913
ECK120000438	ECK120004914
ECK120000439	ECK120004915
ECK120000440	ECK120004916
ECK120000441	ECK120004917
ECK120000442	ECK120004918
ECK120000443	ECK120004919
ECK120000444	ECK120004920
ECK120000445	ECK120004921
ECK120000446	ECK120004922
ECK120000447	ECK120004923
ECK120000448	ECK120004924
ECK120000449	ECK120004925
ECK120000450	ECK120004926
ECK120000451	ECK120004927
ECK120000452	ECK120004928
ECK120000453	ECK120004929
ECK120000454	ECK120004930
ECK120000455	ECK120004931
ECK120000456	ECK120004932
ECK120000457	ECK120004933
ECK120000458	ECK120004934
ECK120000459	ECK120004935
ECK120000460	ECK120004936
ECK120000461	ECK120004937
ECK120000462	ECK120004938
ECK120000463	ECK120004939
ECK120000464	ECK120004940
ECK120000465	ECK120004941
ECK120000466	ECK120004942
ECK120000467	ECK120004943
ECK120000468	ECK120004944
ECK120000469	ECK120004945
ECK120000470	ECK120004946
ECK120000471	ECK120004947
ECK120000472	ECK120004948
ECK120000473	ECK120004949
ECK120000474	ECK120004950
ECK120000475	ECK120004951
ECK120000476	ECK120004952
ECK120000477	ECK120004953
ECK120000478	ECK120004954
ECK120000479	ECK120004955
ECK120000480	ECK120004956
ECK120000481	ECK120004957
ECK120000482	ECK120004958
ECK120000483	ECK120004959
ECK120000484	ECK120004960
ECK120000485	ECK120004961
ECK120000486	ECK120004962
ECK120000487	ECK120004963
ECK120000488	ECK120004964
ECK120000489	ECK120004965
ECK120000490	ECK120004966
ECK120000492	ECK120004968
ECK120000493	ECK120004969
ECK120000494	ECK120004970
ECK120000495	ECK120004971
ECK120000496	ECK120004972
ECK120000497	ECK120004973
ECK120000498	ECK120004974
ECK120000499	ECK120004975
ECK120000500	ECK120004976
ECK120000501	ECK120004977
ECK120000502	ECK120004978
ECK120000503	ECK120004979
ECK120000504	ECK120004980
ECK120000505	ECK120004981
ECK120000506	ECK120004982
ECK120000507	ECK120004983
ECK120000508	ECK120004984
ECK120000509	ECK120004985
ECK120000510	ECK120004986
ECK120000511	ECK120004987
ECK120000512	ECK120004988
ECK120000513	ECK120004989
ECK120000514	ECK120004990
ECK120000515	ECK120004991
ECK120000516	ECK120004992
ECK120000517	ECK120004993
ECK120000518	ECK120004994
ECK120000519	ECK120004995
ECK120000520	ECK120004996
ECK120000521	ECK120004997
ECK120000522	ECK120004998
ECK120000523	ECK120004999
ECK120000524	ECK120005000
ECK120000525	ECK120005001
ECK120000526	ECK120005002
ECK120000527	ECK120005003
ECK120000528	ECK120005004
ECK120000529	ECK120005005
ECK120000530	ECK120005006
ECK120000531	ECK120005007
ECK120000532	ECK120005008
ECK120000533	ECK120005009
ECK120000534	ECK120005010
ECK120000535	ECK120005011
ECK120000536	ECK120005012
ECK120000537	ECK120005013
ECK120000538	ECK120005014
ECK120000539	ECK120005015
ECK120000540	ECK120005016
ECK120000541	ECK120005017
ECK120000542	ECK120005018
ECK120000543	ECK120005019
ECK120000544	ECK120005020
ECK120000545	ECK120005021
ECK120000546	ECK120005022
ECK120000547	ECK120005023
ECK120000548	ECK120005024
ECK120000549	ECK120005025
ECK120000550	ECK120005026
ECK120000551	ECK120005027
ECK120000552	ECK120005028
ECK120000553	ECK120005029
ECK120000554	ECK120005030
ECK120000555	ECK120005031
ECK120000556	ECK120005032
ECK120000557	ECK120005033
ECK120000558	ECK120005034
ECK120000559	ECK120005035
ECK120000560	ECK120005036
ECK120000561	ECK120005037
ECK120000562	ECK120005038
ECK120000563	ECK120005039
ECK120000564	ECK120005040
ECK120000565	ECK120005041
ECK120000566	ECK120005042
ECK120000567	ECK120005043
ECK120000568	ECK120005044
ECK120000569	ECK120005045
ECK120000570	ECK120005046
ECK120000571	ECK120005047
ECK120000572	ECK120005048
ECK120000573	ECK120005049
ECK120000574	ECK120005050
ECK120000575	ECK120005051
ECK120000576	ECK120005052
ECK120000577	ECK120005053
ECK120000578	ECK120005054
ECK120000579	ECK120005055
ECK120000580	ECK120005056
ECK120000581	ECK120005057
ECK120000582	ECK120005058
ECK120000583	ECK120005059
ECK120000584	ECK120005060
ECK120000585	ECK120005061
ECK120000586	ECK120005062
ECK120000587	ECK120005063
ECK120000588	ECK120005064
ECK120000589	ECK120005065
ECK120000590	ECK120005066
ECK120000591	ECK120005067
ECK120000592	ECK120005068
ECK120000593	ECK120005069
ECK120000594	ECK120005070
ECK120000595	ECK120005071
ECK120000596	ECK120005072
ECK120000597	ECK120005073
ECK120000598	ECK120005074
ECK120000599	ECK120005075
ECK120000600	ECK120005076
ECK120000601	ECK120005077
ECK120000602	ECK120005078
ECK120000603	ECK120005079
ECK120000604	ECK120005080
ECK120000605	ECK120005081
ECK120000606	ECK120005082
ECK120000607	ECK120005083
ECK120000608	ECK120005084
ECK120000609	ECK120005085
ECK120000610	ECK120005086
ECK120000611	ECK120005087
ECK120000612	ECK120005088
ECK120000613	ECK120005089
ECK120000614	ECK120005090
ECK120000615	ECK120005091
ECK120000616	ECK120005092
ECK120000617	ECK120005093
ECK120000618	ECK120005094
ECK120000619	ECK120005095
ECK120000620	ECK120005096
ECK120000621	ECK120005097
ECK120000622	ECK120005098
ECK120000623	ECK120005099
ECK120000624	ECK120005100
ECK120000625	ECK120005101
ECK120000626	ECK120005102
ECK120000627	ECK120005103
ECK120000628	ECK120005104
ECK120000629	ECK120005105
ECK120000630	ECK120005106
ECK120000631	ECK120005107
ECK120000632	ECK120005108
ECK120000633	ECK120005109
ECK120000634	ECK120005110
ECK120000635	ECK120005111
ECK120000636	ECK120005112
ECK120000637	ECK120005113
ECK120000638	ECK120005114
ECK120000639	ECK120005115
ECK120000640	ECK120005116
ECK120000641	ECK120005117
ECK120000642	ECK120005118
ECK120000643	ECK120005119
ECK120000644	ECK120005120
ECK120000645	ECK120005121
ECK120000646	ECK120005122
ECK120000647	ECK120005123
ECK120000648	ECK120005124
ECK120000649	ECK120005125
ECK120000650	ECK120005126
ECK120000651	ECK120005127
ECK120000652	ECK120005128
ECK120000653	ECK120005129
ECK120000654	ECK120005130
ECK120000655	ECK120005131
ECK120000656	ECK120005132
ECK120000657	ECK120005133
ECK120000658	ECK120005134
ECK120000659	ECK120005135
ECK120000660	ECK120005136
ECK120000661	ECK120005137
ECK120000662	ECK120005138
ECK120000663	ECK120005139
ECK120000664	ECK120005140
ECK120000665	ECK120005141
ECK120000666	ECK120005142
ECK120000667	ECK120005143
ECK120000668	ECK120005144
ECK120000669	ECK120005145
ECK120000670	ECK120005146
ECK120000671	ECK120005147
ECK120000672	ECK120005148
ECK120000673	ECK120005149
ECK120000674	ECK120005150
ECK120000675	ECK120005151
ECK120000676	ECK120005152
ECK120000677	ECK120005153
ECK120000678	ECK120005154
ECK120000679	ECK120005155
ECK120000680	ECK120005156
ECK120000681	ECK120005157
ECK120000682	ECK120005158
ECK120000683	ECK120005159
ECK120000684	ECK120005160
ECK120000685	ECK120005161
ECK120000686	ECK120005162
ECK120000687	ECK120005163
ECK120000688	ECK120005164
ECK120000689	ECK120005165
ECK120000690	ECK120005166
ECK120000691	ECK120005167
ECK120000692	ECK120005168
ECK120000693	ECK120005169
ECK120000694	ECK120005170
ECK120000695	ECK120005171
ECK120000696	ECK120005172
ECK120000697	ECK120005173
ECK120000698	ECK120005174
ECK120000699	ECK120005175
ECK120000700	ECK120005176
ECK120000701	ECK120005177
ECK120000702	ECK120005178
ECK120000703	ECK120005179
ECK120000704	ECK120005180
ECK120000705	ECK120005181
ECK120000706	ECK120005182
ECK120000707	ECK120005183
ECK120000708	ECK120005184
ECK120000709	ECK120005185
ECK120000710	ECK120005186
ECK120000711	ECK120005187
ECK120000712	ECK120005188
ECK120000713	ECK120005189
ECK120000714	ECK120005190
ECK120000715	ECK120005191
ECK120000716	ECK120005192
ECK120000717	ECK120005193
ECK120000718	ECK120005194
ECK120000719	ECK120005195
ECK120000720	ECK120005196
ECK120000721	ECK120005197
ECK120000722	ECK120005198
ECK120000723	ECK120005199
ECK120000724	ECK120005200
ECK120000725	ECK120005201
ECK120000726	ECK120005202
ECK120000727	ECK120005203
ECK120000728	ECK120005204
ECK120000729	ECK120005205
ECK120000730	ECK120005206
ECK120000731	ECK120005207
ECK120000732	ECK120005208
ECK120000733	ECK120005209
ECK120000734	ECK120005210
ECK120000735	ECK120005211
ECK120000736	ECK120005212
ECK120000737	ECK120005213
ECK120000738	ECK120005214
ECK120000739	ECK120005215
ECK120000740	ECK120005216
ECK120000741	ECK120005217
ECK120000742	ECK120005218
ECK120000743	ECK120005219
ECK120000744	ECK120005220
ECK120000745	ECK120005221
ECK120000746	ECK120005222
ECK120000747	ECK120005223
ECK120000748	ECK120005224
ECK120000749	ECK120005225
ECK120000750	ECK120005226
ECK120000751	ECK120005227
ECK120000752	ECK120005228
ECK120000753	ECK120005229
ECK120000754	ECK120005230
ECK120000755	ECK120005231
ECK120000756	ECK120005232
ECK120000757	ECK120005233
ECK120000758	ECK120005234
ECK120000759	ECK120005235
ECK120000760	ECK120005236
ECK120000761	ECK120005237
ECK120000762	ECK120005238
ECK120000763	ECK120005239
ECK120000764	ECK120005240
ECK120000765	ECK120005241
ECK120000766	ECK120005242
ECK120000767	ECK120005243
ECK120000768	ECK120005244
ECK120000769	ECK120005245
ECK120000770	ECK120005246
ECK120000771	ECK120005247
ECK120000772	ECK120005248
ECK120000773	ECK120005249
ECK120000774	ECK120005250
ECK120000775	ECK120005251
ECK120000776	ECK120005252
ECK120000777	ECK120005253
ECK120000778	ECK120005254
ECK120000779	ECK120005255
ECK120000780	ECK120005256
ECK120000781	ECK120005257
ECK120000782	ECK120005258
ECK120000783	ECK120005259
ECK120000784	ECK120005260
ECK120000785	ECK120005261
ECK120000786	ECK120005262
ECK120000787	ECK120005263
ECK120000788	ECK120005264
ECK120000789	ECK120005265
ECK120000790	ECK120005266
ECK120000791	ECK120005267
ECK120000792	ECK120005268
ECK120000793	ECK120005269
ECK120000794	ECK120005270
ECK120000795	ECK120005271
ECK120000796	ECK120005272
ECK120000797	ECK120005273
ECK120000798	ECK120005274
ECK120000799	ECK120005275
ECK120000800	ECK120005276
ECK120000801	ECK120005277
ECK120000802	ECK120005278
ECK120000803	ECK120005279
ECK120000804	ECK120005280
ECK120000805	ECK120005281
ECK120000806	ECK120005282
ECK120000807	ECK120005283
ECK120000808	ECK120005284
ECK120000809	ECK120005285
ECK120000810	ECK120005286
ECK120000811	ECK120005287
ECK120000812	ECK120005288
ECK120000813	ECK120005289
ECK120000814	ECK120005290
ECK120000815	ECK120005291
ECK120000816	ECK120005292
ECK120000817	ECK120005293
ECK120000818	ECK120005294
ECK120000819	ECK120005295
ECK120000820	ECK120005296
ECK120000821	ECK120005297
ECK120000822	ECK120005298
ECK120000823	ECK120005299
ECK120000824	ECK120005300
ECK120000825	ECK120005301
ECK120000826	ECK120005302
ECK120000827	ECK120005303
ECK120000828	ECK120005304
ECK120000829	ECK120005305
ECK120000830	ECK120005306
ECK120000831	ECK120005307
ECK120000832	ECK120005308
ECK120000833	ECK120005309
ECK120000834	ECK120005310
ECK120000835	ECK120005311
ECK120000836	ECK120005312
ECK120000837	ECK120005313
ECK120000838	ECK120005314
ECK120000839	ECK120005315
ECK120000840	ECK120005316
ECK120000841	ECK120005317
ECK120000842	ECK120005318
ECK120000843	ECK120005319
ECK120000844	ECK120005320
ECK120000845	ECK120005321
ECK120000846	ECK120005322
ECK120000847	ECK120005323
ECK120000848	ECK120005324
ECK120000849	ECK120005325
ECK120000850	ECK120005326
ECK120000851	ECK120005327
ECK120000852	ECK120005328
ECK120000853	ECK120005329
ECK120000854	ECK120005330
ECK120000855	ECK120005331
ECK120000856	ECK120005332
ECK120000857	ECK120005333
ECK120000858	ECK120005334
ECK120000859	ECK120005335
ECK120000860	ECK120005336
ECK120000861	ECK120005337
ECK120000862	ECK120005338
ECK120000863	ECK120005339
ECK120000864	ECK120005340
ECK120000865	ECK120005341
ECK120000866	ECK120005342
ECK120000867	ECK120005343
ECK120000868	ECK120005344
ECK120000869	ECK120005345
ECK120000870	ECK120005346
ECK120000871	ECK120005347
ECK120000872	ECK120005348
ECK120000873	ECK120005349
ECK120000874	ECK120005350
ECK120000875	ECK120005351
ECK120000876	ECK120005352
ECK120000877	ECK120005353
ECK120000878	ECK120005354
ECK120000879	ECK120005355
ECK120000880	ECK120005356
ECK120000881	ECK120005357
ECK120000882	ECK120005358
ECK120000883	ECK120005359
ECK120000884	ECK120005360
ECK120000885	ECK120005361
ECK120000886	ECK120005362
ECK120000887	ECK120005363
ECK120000888	ECK120005364
ECK120000889	ECK120005365
ECK120000890	ECK120005366
ECK120000891	ECK120005367
ECK120000892	ECK120005368
ECK120000893	ECK120005369
ECK120000894	ECK120005370
ECK120000895	ECK120005371
ECK120000896	ECK120005372
ECK120000897	ECK120005373
ECK120000898	ECK120005374
ECK120000899	ECK120005375
ECK120000900	ECK120005376
ECK120000901	ECK120005377
ECK120000902	ECK120005378
ECK120000903	ECK120005379
ECK120000904	ECK120005380
ECK120000905	ECK120005381
ECK120000906	ECK120005382
ECK120000907	ECK120005383
ECK120000908	ECK120005384
ECK120000909	ECK120005385
ECK120000910	ECK120005386
ECK120000911	ECK120005387
ECK120000912	ECK120005388
ECK120000913	ECK120005389
ECK120000914	ECK120005390
ECK120000915	ECK120005391
ECK120000916	ECK120005392
ECK120000917	ECK120005393
ECK120000918	ECK120005394
ECK120000919	ECK120005395
ECK120000920	ECK120005396
ECK120000921	ECK120005397
ECK120000922	ECK120005398
ECK120000923	ECK120005399
ECK120000924	ECK120005400
ECK120000925	ECK120005401
ECK120000926	ECK120005402
ECK120000927	ECK120005403
